id1,id2,Symbol,vq_star,number_of_causal,total,OMIM
51083,D000544,GAL,0.9591827929939336,3,16,0
855828,D000544,GAL4,0.0,0,1,0
85569,D000544,GALP,0.0,0,2,0
2587,D000544,GALR1,0.0,0,3,0
8811,D000544,GALR2,0.0,0,4,0
8484,D000544,GALR3,0.0,0,3,0
2596,D000544,GAP43,0.94087107215358,4,29,0
2597,D000544,GAPDH,0.964784370746346,5,26,0
26330,D000544,GAPDHS,0.0,0,1,0
2621,D000544,GAS6,0.0,0,1,0
2520,D000544,GAST,0.0,0,2,0
57733,D000544,GBA3,0.986790080510426,1,2,0
2636,D000544,GBX1,0.0,0,1,0
2638,D000544,GC,0.989026426007214,1,2,0
2641,D000544,GCG,0.0,0,8,0
2643,D000544,GCH1,0.0,0,1,0
2729,D000544,GCLC,0.0,0,4,0
257144,D000544,GCSAM,0.0,0,2,0
2662,D000544,GDF10,0.9830862203383548,1,3,0
8200,D000544,GDF5,0.0,0,2,0
2668,D000544,GDNF,0.8896026861740133,1,12,0
2670,D000544,GFAP,0.938349090960512,25,188,0
2673,D000544,GFPT1,0.9909526722296524,1,2,0
2675,D000544,GFRA2,0.0,0,1,0
26088,D000544,GGA1,0.0,0,4,0
23062,D000544,GGA2,0.0,0,2,0
23163,D000544,GGA3,0.9825847059469768,1,3,0
8836,D000544,GGH,0.0,0,10,0
2678,D000544,GGT1,0.9928433338883016,1,2,0
653590,D000544,GGTLC5P,0.0,0,2,0
2688,D000544,GH1,0.8399716187599929,2,41,0
2691,D000544,GHRH,0.8685087074135082,1,19,0
2695,D000544,GIP,0.0,0,1,0
2697,D000544,GJA1,0.0,0,2,0
2705,D000544,GJB1,0.0,0,1,0
2720,D000544,GLB1,0.0,0,5,0
2739,D000544,GLO1,0.9844311270987324,3,7,0
2740,D000544,GLP1R,0.9525839921858102,1,6,0
2745,D000544,GLRX,0.0,0,2,0
2744,D000544,GLS,0.9482122698552636,1,8,0
27165,D000544,GLS2,0.0,0,4,0
2746,D000544,GLUD1,0.0,0,3,0
2752,D000544,GLUL,0.9412331362899854,4,34,0
36447,D000544,GLaz,0.0,0,1,0
2765,D000544,GML,0.0,0,1,0
2770,D000544,GNAI1,0.956714530300696,1,5,0
2775,D000544,GNAO1,0.0,0,7,0
2776,D000544,GNAQ,0.0,0,4,0
2778,D000544,GNAS,0.9471702773893892,1,7,0
2784,D000544,GNB3,1.0,2,2,0
856589,D000544,GND1,0.0,0,1,0
10020,D000544,GNE,1.0,1,1,0
2796,D000544,GNRH1,0.0,0,5,0
2801,D000544,GOLGA2,0.0,0,1,0
283685,D000544,GOLGA6L2,0.9898268934278094,1,2,0
2811,D000544,GP1BA,0.0,0,3,0
2817,D000544,GPC1,0.0,0,4,0
2719,D000544,GPC3,1.0,1,1,0
170589,D000544,GPHA2,0.0,0,2,0
2821,D000544,GPI,0.0,0,2,0
2822,D000544,GPLD1,0.9855771050347482,2,5,0
442206,D000544,GPR166P,0.0,0,1,0
10936,D000544,GPR75,0.0,0,1,0
80823,D000544,GPRASP3,0.0,0,1,0
2875,D000544,GPT,0.0,0,7,0
2885,D000544,GRB2,0.9582557187523636,2,11,0
117189,D000544,GRDX,0.0,0,1,0
57822,D000544,GRHL3,0.9900783389156136,1,2,0
2890,D000544,GRIA1,0.0,0,14,0
2891;2892,D000544,GRIA2,0.9639760901471548,2,11,0
2892,D000544,GRIA3,0.0,0,2,0
2893,D000544,GRIA4,0.0,0,4,0
2902,D000544,GRIN1,0.933412004791086,2,17,0
2903,D000544,GRIN2A,0.969922589232916,2,8,0
2904,D000544,GRIN2B,0.9339465672963284,2,16,0
2905,D000544,GRIN2C,0.0,0,1,0
2906,D000544,GRIN2D,0.0,0,1,0
23426,D000544,GRIP1,0.0,0,1,0
156,D000544,GRK2,0.9809544043759196,1,3,0
157,D000544,GRK3,0.0,0,1,0
2869,D000544,GRK5,0.9808941950215722,1,3,0
2911,D000544,GRM1,0.0,0,3,0
2912,D000544,GRM2,0.0,0,2,0
2913,D000544,GRM3,0.0,0,1,0
2915,D000544,GRM5,0.0,0,1,0
2896,D000544,GRN,0.9211742396416696,1,7,0
2922,D000544,GRP,0.9415742267270564,1,5,0
2925,D000544,GRPR,0.0,0,1,0
2931,D000544,GSK3A,0.9227979524696164,2,22,0
2932,D000544,GSK3B,0.9110374847721976,13,136,0
2934,D000544,GSN,0.959887815309704,3,14,0
2936,D000544,GSR,0.9177707067606662,1,15,0
2937,D000544,GSS,0.0,0,2,0
2938,D000544,GSTA1,0.0,0,1,0
2941,D000544,GSTA4,0.9912895770457224,1,2,0
373156,D000544,GSTK1,0.8564605530867937,1,16,0
2944,D000544,GSTM1,0.0,0,5,0
9446,D000544,GSTO1,0.9895493049068746,3,6,0
119391,D000544,GSTO2,0.9788882141639712,1,3,0
2950,D000544,GSTP1,0.9890496562960754,1,2,0
2952,D000544,GSTT1,0.9671271389920096,1,4,0
2990,D000544,GUSB,0.9352769805013732,1,7,0
14405,D000544,Gabrg1,0.0,0,1,0
24380,D000544,Gad2,0.0,0,1,0
14419,D000544,Gal,0.9510706632317276,2,11,0
14427,D000544,Galr1,0.0,0,1,0
29234,D000544,Galr2,0.0,0,1,0
29423,D000544,Gap43,0.0,0,9,0
14433,D000544,Gapdh,0.0,0,3,0
58935,D000544,Gas6,0.0,0,1,0
25320,D000544,Gast,0.0,0,1,0
25172,D000544,Gata1,0.0,0,2,0
270076,D000544,Gcdh,0.0,0,1,0
24952,D000544,Gcg,0.9777225495517032,1,3,0
24385,D000544,Gck,0.0,0,1,0
25283,D000544,Gclc,0.0,0,1,0
79216,D000544,Gdf10,0.0,0,1,0
14573,D000544,Gdnf,0.0,0,3,0
14580,D000544,Gfap,0.7453696673983885,1,47,0
14583,D000544,Gfpt1,0.0,0,1,0
25454,D000544,Gfra1,0.0,0,1,0
25455,D000544,Ggh,0.0,0,2,0
116568,D000544,Ggt1,0.0,0,2,0
14599,D000544,Gh,0.0,0,2,0
29446,D000544,Ghrh,0.0,0,1,0
14609,D000544,Gja1,0.0,0,1,0
316033,D000544,Glb1,0.0,0,5,0
109801,D000544,Glo1,1.0,1,1,0
14652,D000544,Glp1r,0.0,0,2,0
24398,D000544,Gls,0.0,0,1,0
38742,D000544,GluRIA,0.0,0,1,0
33788,D000544,GluRIIA,0.0,0,1,0
14645,D000544,Glul,0.9800676811167828,1,3,0
110204,D000544,Gma3,0.0,0,1,0
25643,D000544,Gnai3,0.0,0,3,0
14682,D000544,Gnaq,0.0,0,1,0
25721,D000544,Got2,0.0,0,2,0
14723,D000544,Gp1ba,0.0,0,1,0
14733,D000544,Gpc1,0.0,0,1,0
14751,D000544,Gpi1,0.0,0,1,0
23890,D000544,Gpr34,0.0,0,2,0
237716,D000544,Gpr75,0.0,0,1,0
317407,D000544,Gprasp3,0.0,0,1,0
24404,D000544,Gpx1,0.0,0,4,0
81504,D000544,Grb2,0.0,0,1,0
14799,D000544,Gria1,0.0,0,3,0
14800,D000544,Gria2,0.0,0,1,0
29628,D000544,Gria3,0.0,0,1,0
14802,D000544,Gria4,0.0,0,1,0
14810,D000544,Grin1,0.9817439377164392,1,3,0
14811,D000544,Grin2a,0.0,0,1,0
14812,D000544,Grin2b,0.0,0,1,0
24411,D000544,Grin2c,0.0,0,1,0
171571,D000544,Grip2,0.9848485950359072,2,6,0
25238,D000544,Grk2,0.0,0,1,0
14773,D000544,Grk5,0.0,0,1,0
24414,D000544,Grm1,0.0,0,2,0
24415,D000544,Grm2,0.0,0,1,0
108069,D000544,Grm3,0.0,0,1,0
24417,D000544,Grm4,0.0,0,2,0
108071,D000544,Grm5,0.0,0,1,0
24419,D000544,Grm6,0.0,0,1,0
60590,D000544,Grm8,0.0,0,3,0
606496,D000544,Gsk3a,0.9170799706896592,1,6,0
56637,D000544,Gsk3b,0.9434067727167608,7,58,0
296654,D000544,Gsn,0.0,0,1,0
14782,D000544,Gsr,0.9839281109745186,1,3,0
14854,D000544,Gss,0.0,0,2,0
300850,D000544,Gsta4,0.0,0,1,0
25206,D000544,Gucy1b2,0.0,0,2,0
364837,D000544,Gypc,0.0,0,1,0
29252,D000544,Gzmm,0.0,0,1,0
3005,D000544,H1-0,0.0,0,7,0
3009,D000544,H1-5,0.0,0,1,0
132243,D000544,H1-8,0.0,0,1,0
24437,D000544,H1f0,0.0,0,2,0
50708,D000544,H1f2,0.0,0,1,0
111364,D000544,H2,0.0,0,2,0
14961,D000544,H2-Ab1,0.8223530520360117,1,25,0
15002;15004;636752,D000544,H2-Ob,0.0,0,3,0
15004,D000544,H2-Pb,0.0,0,2,0
8349,D000544,H2BC21,0.0,0,1,0
24829,D000544,H2bc1,0.0,0,2,0
644914,D000544,H3P16,0.9228248125771026,1,7,0
440926,D000544,H3P6,1.0,1,1,0
3033,D000544,HADH,0.0,0,1,0
3029,D000544,HAGH,1.0,1,1,0
3039,D000544,HBA1,0.9907362228726424,1,2,0
3043;6326,D000544,HBB,1.0,1,1,0
105180392,D000544,HBB-3'HS1,0.0,0,1,0
3045,D000544,HBD,0.0,0,1,0
3048,D000544,HBG2,0.0,0,2,0
266790,D000544,HCA1,0.0,0,1,0
8843,D000544,HCAR3,0.9720820120770912,2,9,0
3054,D000544,HCFC1,1.0,1,1,0
9734,D000544,HDAC9,0.0,0,2,0
3067,D000544,HDC,1.0,1,1,0
53369,D000544,HDL3,1.0,1,1,0
9709,D000544,HERPUD1,0.9814113486367124,1,3,0
3280,D000544,HES1,0.0,0,2,0
3077,D000544,HFE,0.987675390962974,6,14,0
3082,D000544,HGF,0.9929676427251624,4,7,0
3083,D000544,HGFAC,0.0,0,2,0
9146,D000544,HGS,0.0,0,1,0
3087,D000544,HHEX,0.0,0,2,0
855701,D000544,HHF2,0.0,0,1,0
3091,D000544,HIF1A,0.0,0,6,0
3092,D000544,HIP1,0.0,0,1,0
3098,D000544,HK1,0.9826785837810114,2,6,0
3099,D000544,HK2,0.0,0,1,0
3101,D000544,HK3,0.0,0,2,0
3105,D000544,HLA-A,0.9712870641690232,6,22,0
3106,D000544,HLA-B,0.0,0,1,0
3107,D000544,HLA-C,0.9445877752880152,2,11,0
3115,D000544,HLA-DPB1,0.0,0,1,0
3119,D000544,HLA-DQB1,1.0,1,1,0
3123,D000544,HLA-DRB1,1.0,1,1,0
3126;27242,D000544,HLA-DRB4,1.0,1,1,0
3128,D000544,HLA-DRB6,0.0,0,1,0
3135,D000544,HLA-G,0.0,0,22,0
3131,D000544,HLF,0.0,0,1,0
81502,D000544,HM13,0.9882802798793604,5,10,0
83872,D000544,HMCN1,0.0,0,1,0
3159,D000544,HMGA1,0.0,0,4,0
3146,D000544,HMGB1,0.0,0,1,0
10354,D000544,HMGB1P5,0.0,0,1,0
3156,D000544,HMGCR,0.9600410672317128,7,33,0
3158,D000544,HMGCS2,0.0,0,1,0
3162,D000544,HMOX1,0.9727827446505996,10,38,0
3163,D000544,HMOX2,0.9595261928048002,1,6,0
3172,D000544,HNF4A,0.0,0,5,0
3176,D000544,HNMT,0.9748306353831108,1,4,0
3178,D000544,HNRNPA1,0.0,0,2,0
3181,D000544,HNRNPA2B1,0.0,0,2,0
3183,D000544,HNRNPC,0.0,0,1,0
3240,D000544,HP,0.8613104832837988,1,14,0
3241,D000544,HPCAL1,1.0,1,1,0
27306,D000544,HPGDS,1.0,1,1,0
3251,D000544,HPRT1,0.9880508851694222,1,2,0
3257,D000544,HPS1,0.0,0,1,0
10855,D000544,HPSE,0.0,0,1,0
3263,D000544,HPX,0.971845373500162,1,4,0
3265,D000544,HRAS,0.9535376353320032,1,5,0
3269,D000544,HRH1,0.0,0,4,0
11255,D000544,HRH3,0.0,0,4,0
8739,D000544,HRK,0.0,0,2,0
3290,D000544,HSD11B1,0.0,0,3,0
3028,D000544,HSD17B10,0.9343285048118416,3,23,0
345275,D000544,HSD17B13,0.0,0,3,0
8630,D000544,HSD17B6,0.0,0,1,0
3297,D000544,HSF1,0.9769427074474006,1,3,0
3320,D000544,HSP90AA1,0.9243601234423378,1,11,0
7184,D000544,HSP90B1,0.9613352830705072,1,5,0
7190,D000544,HSP90B2P,0.0,0,4,0
6782,D000544,HSPA13,0.0,0,1,0
3303,D000544,HSPA1A,0.9771844550259616,2,9,0
3304,D000544,HSPA1B,0.989419036747041,1,2,0
3308,D000544,HSPA4,0.9295714698905232,4,32,0
3309,D000544,HSPA5,0.9846309942961532,6,18,0
3312,D000544,HSPA8,0.967057709477367,2,9,0
3313,D000544,HSPA9,0.9775371674431944,1,3,0
3315,D000544,HSPB1,0.9158534701304294,1,11,0
3316,D000544,HSPB2,0.0,0,9,0
8988,D000544,HSPB3,0.0,0,2,0
126393,D000544,HSPB6,0.0,0,6,0
26353,D000544,HSPB8,0.9801985316539,1,3,0
23640,D000544,HSPBP1,0.0,0,1,0
3329,D000544,HSPD1,0.9185193969011756,1,9,0
429806,D000544,HSPG2,1.0,1,1,0
3350,D000544,HTR1A,0.0,0,16,0
3351,D000544,HTR1B,0.0,0,1,0
3356,D000544,HTR2A,0.9058330885898692,2,24,0
3358,D000544,HTR2C,0.0,0,4,0
3359,D000544,HTR3A,0.0,0,3,0
3360,D000544,HTR4,0.0,0,4,0
3362,D000544,HTR6,0.0,0,6,0
3363,D000544,HTR7,0.0,0,3,0
5654,D000544,HTRA1,0.9742733267053798,1,3,0
27429,D000544,HTRA2,0.9766749004555072,1,4,0
3064,D000544,HTT,0.9618039780364476,8,34,0
15107,D000544,Hadh,0.0,0,1,0
15122,D000544,Hba-a1,0.0,0,1,0
15139,D000544,Hc,0.0,0,3,0
387401,D000544,Hc3,0.0,0,1,0
15199,D000544,Hebp1,0.0,0,1,0
15203,D000544,Heph,0.0,0,1,0
15205,D000544,Hes1,0.0,0,1,0
15208,D000544,Hes5,0.0,0,1,0
15216,D000544,Hfe,0.0,0,1,0
15251,D000544,Hif1a,0.0,0,2,0
15289,D000544,Hmgb1,0.0,0,1,0
15357,D000544,Hmgcr,0.9638474226682346,1,5,0
24451,D000544,Hmox1,0.0,0,9,0
15369,D000544,Hmox2,0.0,0,1,0
140483,D000544,Hnmt,0.0,0,1,0
362361,D000544,Hnrnpa2b1,0.0,0,1,0
29546,D000544,Homer1,0.0,0,1,0
15426,D000544,Hoxc8,0.0,0,1,0
24464,D000544,Hp,0.0,0,1,0
29177,D000544,Hpca,0.0,0,3,0
58962,D000544,Hpgds,0.0,0,6,0
192236,D000544,Hps1,0.9887883340989312,1,2,0
100755610,D000544,Hpse,0.0,0,1,0
293621,D000544,Hras,0.0,0,1,0
99296,D000544,Hrh3,0.0,0,4,0
42380,D000544,Hs6st,0.0,0,1,0
15108,D000544,Hsd17b10,0.0,0,2,0
15499,D000544,Hsf1,0.0,0,1,0
111058,D000544,Hsp86-ps1,0.0,0,2,0
111042,D000544,Hsp86-ps2,0.0,0,1,0
299331,D000544,Hsp90aa1,0.0,0,1,0
22027,D000544,Hsp90b1,0.0,0,2,0
24472,D000544,Hspa1a,0.0,0,5,0
15511,D000544,Hspa1b,0.9627091762060478,2,9,0
14828,D000544,Hspa5,0.976553422103046,1,4,0
24468,D000544,Hspa8,0.0,0,2,0
15526,D000544,Hspa9,0.0,0,2,0
15507,D000544,Hspb1,0.0,0,2,0
15510,D000544,Hspd1,0.9898694493341887,1,2,0
313641,D000544,Hspg2,0.0,0,2,0
24473,D000544,Htr1a,0.0,0,6,0
15558,D000544,Htr2a,1.0,2,2,0
15560,D000544,Htr2c,1.0,2,2,0
79246,D000544,Htr3a,0.0,0,3,0
15562,D000544,Htr4,0.0,0,2,0
15565,D000544,Htr6,0.0,0,1,0
64704,D000544,Htra2,1.0,2,2,0
15194,D000544,Htt,0.0,0,6,0
12282,D000544,Hyou1,0.0,0,1,0
3375,D000544,IAPP,0.8999126934027204,4,42,0
3376,D000544,IARS1,0.0,0,3,0
3383,D000544,ICAM1,0.933445226998234,3,21,0
3384,D000544,ICAM2,0.0,0,2,0
3385,D000544,ICAM3,0.0,0,1,0
7087,D000544,ICAM5,0.0,0,3,0
23463,D000544,ICMT,1.0,2,2,0
3416,D000544,IDE,0.973010529844293,17,60,0
3417,D000544,IDH1,0.0,0,1,0
3620,D000544,IDO1,0.0,0,4,0
9592,D000544,IER2,0.0,0,1,0
3429,D000544,IFI27,0.0,0,1,0
10561;5594,D000544,IFI44,1.0,1,1,0
3439,D000544,IFNA1,0.9849943724917404,3,8,0
3451,D000544,IFNA17,1.0,1,1,0
3440,D000544,IFNA2,0.0,0,1,0
3445;3439;3456,D000544,IFNA8,0.0,0,1,0
3456,D000544,IFNB1,0.9671097357467072,1,5,0
3458,D000544,IFNG,0.9025133322480324,7,82,0
55764,D000544,IFT122,0.0,0,1,0
112752,D000544,IFT43,0.0,0,1,0
55081,D000544,IFT57,0.0,0,1,0
3479,D000544,IGF1,0.874071250899298,4,58,0
3480,D000544,IGF1R,0.0,0,5,0
3481,D000544,IGF2,0.9775516175813528,2,5,0
3482,D000544,IGF2R,0.0,0,2,0
3484,D000544,IGFBP1,0.0,0,3,0
3485,D000544,IGFBP2,0.0,0,2,0
3486,D000544,IGFBP3,0.9384198645253696,1,7,0
28508,D000544,IGHD1-14,0.0,0,1,0
3497,D000544,IGHE,0.0,0,1,0
3502,D000544,IGHG3,0.9910900604703856,1,2,0
28935,D000544,IGKV1-27,0.0,0,2,0
28898,D000544,IGKV1D-27,0.0,0,12,0
28887,D000544,IGKV2D-19,0.0,0,1,0
28885,D000544,IGKV2D-24,0.815527363679472,1,21,0
28884,D000544,IGKV2D-26,0.0,0,1,0
28883,D000544,IGKV2D-28,0.0,0,2,0
28882,D000544,IGKV2D-29,0.0,0,3,0
28910,D000544,IGKV3-31,0.0,0,1,0
28874,D000544,IGKV3D-20,0.0,0,1,0
28873,D000544,IGKV3D-25,0.0,0,1,0
28908,D000544,IGKV4-1,0.0,0,4,0
28907,D000544,IGKV5-2,0.0,0,17,0
28906;170589;10312;5355;28884;28873,D000544,IGKV6-21,0.0,0,1,0
28905;28907,D000544,IGKV7-3,0.0,0,1,0
100188864,D000544,IH,0.0,0,1,0
3550,D000544,IK,0.0,0,2,0
3586,D000544,IL10,0.9374173999059008,6,43,0
3587,D000544,IL10RA,0.0,0,2,0
3589,D000544,IL11,0.0,0,2,0
3592,D000544,IL12A,0.9799484697219346,1,3,0
3593,D000544,IL12B,0.8963168747230527,1,11,0
3596,D000544,IL13,0.9663730449818791,1,4,0
3597,D000544,IL13RA1,0.0,0,1,0
3598,D000544,IL13RA2,0.0,0,1,0
3600,D000544,IL15,0.9934643067379052,1,2,0
3606,D000544,IL18,0.0,0,8,0
8809,D000544,IL18R1,0.0,0,1,0
3552,D000544,IL1A,0.9621825292366456,31,152,0
3553,D000544,IL1B,0.9090729395093236,20,223,0
3554,D000544,IL1R1,0.0,0,3,0
7850,D000544,IL1R2,0.9328238631369896,1,6,0
3557,D000544,IL1RN,0.9105576351601148,2,22,0
3558,D000544,IL2,0.953469962919972,7,45,0
51561,D000544,IL23A,0.9905590732573114,1,2,0
3559,D000544,IL2RA,0.0,0,10,0
3560,D000544,IL2RB,0.987332945041472,2,5,0
3562,D000544,IL3,0.9954864300381608,4,6,0
3565,D000544,IL4,0.0,0,14,0
3567,D000544,IL5,0.9857481567642474,1,2,0
3568,D000544,IL5RA,0.0,0,1,0
3569,D000544,IL6,0.9576098402765778,39,224,0
3570,D000544,IL6R,0.980169358866092,3,9,0
3572,D000544,IL6ST,0.967759863002156,1,4,0
3575,D000544,IL7R,0.0,0,1,0
3578,D000544,IL9,0.0,0,3,0
3581,D000544,IL9R,0.0,0,1,0
10989,D000544,IMMT,0.0,0,1,0
3612,D000544,IMPA1,0.0,0,2,0
9118,D000544,INA,0.9735091235470572,1,4,0
83729,D000544,INHBE,0.0,0,3,0
3630,D000544,INS,0.9355604813039398,23,178,0
3643,D000544,INSR,0.9658856301044751,5,22,0
3843,D000544,IPO5,0.0,0,1,0
3654,D000544,IRAK1,0.0,0,1,0
856478,D000544,IRE1,0.0,0,1,0
3658,D000544,IREB2,0.985513254462756,1,2,0
3660,D000544,IRF2,0.0,0,1,0
3667,D000544,IRS1,0.0,0,5,0
51477,D000544,ISYNA1,0.0,0,5,0
3678,D000544,ITGA5,0.0,0,1,0
3655,D000544,ITGA6,1.0,1,1,0
3683,D000544,ITGAL,0.0,0,7,0
3684,D000544,ITGAM,0.9483251034787844,1,6,0
3687,D000544,ITGAX,0.971111759743646,1,4,0
3688,D000544,ITGB1,0.0,0,4,0
3689,D000544,ITGB2,0.0,0,6,0
3690,D000544,ITGB3,0.0,0,1,0
3691,D000544,ITGB4,0.0,0,1,0
3700,D000544,ITIH4,0.0,0,6,0
55600,D000544,ITLN1,0.0,0,1,0
9445,D000544,ITM2B,0.9590782537173508,5,27,0
3707,D000544,ITPKB,0.0,0,1,0
3708,D000544,ITPR1,0.0,0,1,0
3710,D000544,ITPR3,0.950257544093665,1,5,0
15874,D000544,Iapp,0.9927573625936386,1,2,0
105148,D000544,Iars1,0.0,0,1,0
15891,D000544,Ibsp,0.0,0,1,0
15894,D000544,Icam1,0.0,0,2,0
15925,D000544,Ide,0.9372086635535716,2,19,0
15977,D000544,Ifnb1,0.0,0,1,0
15978,D000544,Ifng,0.7980282369107633,1,25,0
24482,D000544,Igf1,0.0,0,14,0
16001,D000544,Igf1r,0.9703729468428228,1,3,0
16002,D000544,Igf2,0.9891488711614116,1,2,0
25685,D000544,Igfbp1,0.0,0,1,0
16009,D000544,Igfbp3,0.0,0,1,0
299357,D000544,Igh-6,0.0,0,1,0
16059,D000544,Igh-V7183,0.0,0,3,0
238447,D000544,Igha,0.0,0,3,0
16016,D000544,Ighg2b,0.9522366284856604,1,5,0
16019,D000544,Ighm,0.0,0,4,0
668542,D000544,Ighv1-62,0.0,0,2,0
668478,D000544,Ighv1-9,0.0,0,4,0
236047,D000544,Igkv4-74,0.0,0,1,0
16150,D000544,Ikbkb,0.0,0,1,0
111343,D000544,Il1,0.9746123721617228,2,7,0
16153,D000544,Il10,0.0,0,6,0
171040,D000544,Il11,0.0,0,1,0
16160,D000544,Il12b,0.0,0,1,0
16163,D000544,Il13,0.0,0,1,0
16173,D000544,Il18,0.0,0,1,0
24493,D000544,Il1a,0.9356608616819704,1,8,0
24494,D000544,Il1b,0.7853162073528551,2,63,0
16181,D000544,Il1rn,0.0,0,2,0
16183,D000544,Il2,0.0,0,4,0
16184,D000544,Il2ra,0.0,0,2,0
16187,D000544,Il3,0.0,0,1,0
16189,D000544,Il4,0.0,0,10,0
24498,D000544,Il6,0.9729739935271682,5,21,0
16194,D000544,Il6ra,0.0,0,1,0
16202,D000544,Ilk,0.0,0,1,0
24505;24506,D000544,Ins1,0.0,0,1,0
24954,D000544,Insr,0.0,0,4,0
16367,D000544,Irs1,0.0,0,1,0
384783,D000544,Irs2,0.0,0,1,0
16404,D000544,Itga7,0.0,0,3,0
16409,D000544,Itgam,0.9420690016911828,2,12,0
16411,D000544,Itgax,0.0,0,1,0
16414,D000544,Itgb2,0.0,0,1,0
16432,D000544,Itm2b,0.0,0,1,0
16438,D000544,Itpr1,0.9915817598519542,1,2,0
16440,D000544,Itpr3,0.0,0,2,0
182,D000544,JAG1,1.0,1,1,0
3714,D000544,JAG2,0.0,0,1,0
3716,D000544,JAK1,0.0,0,1,0
3717,D000544,JAK2,0.0,0,1,0
221037,D000544,JMJD1C,0.0,0,1,0
3725,D000544,JUN,0.8843208945934632,3,35,0
3726,D000544,JUNB,0.8780692598023372,2,26,0
3727,D000544,JUND,0.0,0,3,0
3728,D000544,JUP,0.0,0,1,0
16449,D000544,Jag1,0.0,0,1,0
16450,D000544,Jag2,0.0,0,1,0
16452,D000544,Jak2,0.0,0,1,0
16476,D000544,Jun,0.0,0,11,0
10524,D000544,KAT5,0.0,0,5,0
3741,D000544,KCNA5,0.0,0,1,0
3745,D000544,KCNB1,0.0,0,1,0
3746,D000544,KCNC1,0.0,0,3,0
3749,D000544,KCNC4,0.0,0,2,0
3751,D000544,KCND2,0.0,0,2,0
3752,D000544,KCND3,0.0,0,1,0
10008,D000544,KCNE3,0.0,0,1,0
30820,D000544,KCNIP1,0.0,0,1,0
30819,D000544,KCNIP2,0.0,0,1,0
30818,D000544,KCNIP3,0.9879921970859824,4,9,0
80333,D000544,KCNIP4,0.0,0,3,0
3763,D000544,KCNJ6,0.0,0,1,0
3779,D000544,KCNMB1,0.0,0,1,0
10242,D000544,KCNMB2,0.0,0,1,0
3785,D000544,KCNQ2,0.0,0,1,0
3786,D000544,KCNQ3,0.0,0,1,0
9132,D000544,KCNQ4,0.0,0,1,0
56479,D000544,KCNQ5,0.0,0,1,0
23028,D000544,KDM1A,0.0,0,1,0
55818,D000544,KDM3A,0.0,0,1,0
51780,D000544,KDM3B,0.0,0,1,0
3791,D000544,KDR,0.0,0,2,0
9817,D000544,KEAP1,0.0,0,2,0
56243,D000544,KIAA1217,0.0,0,2,0
3832,D000544,KIF11,0.0,0,2,0
9585,D000544,KIF20B,0.0,0,1,0
3831,D000544,KLC1,0.0,0,4,0
11275,D000544,KLHL2,0.0,0,1,0
3816,D000544,KLK1,0.989063704167227,2,4,0
5655,D000544,KLK10,0.0,0,1,0
11012,D000544,KLK11,0.0,0,2,0
55554,D000544,KLK15,0.0,0,2,0
3817,D000544,KLK2,0.0,0,1,0
354,D000544,KLK3,0.0,0,4,0
9622,D000544,KLK4,0.9421795773682248,2,13,0
5653,D000544,KLK6,0.9769066162360563,3,10,0
5650;5655,D000544,KLK7,1.0,1,1,0
11202,D000544,KLK8,0.0,0,2,0
284366,D000544,KLK9,0.0,0,1,0
533547,D000544,KLKB1,0.0,0,1,0
4297,D000544,KMT2A,0.0,0,1,0
3827,D000544,KNG1,0.9829933805768752,7,19,0
3845,D000544,KRAS,0.0,0,1,0
83999;79412,D000544,KREMEN1,0.0,0,1,0
3848,D000544,KRT1,0.0,0,3,0
3875,D000544,KRT18,0.0,0,1,0
3881,D000544,KRT31,0.9832747693776362,1,3,0
3885,D000544,KRT34,0.0,0,1,0
3854,D000544,KRT6B,1.0,1,1,0
3856,D000544,KRT8,0.0,0,1,0
3888,D000544,KRT82,0.0,0,1,0
548021,D000544,KTI-2,1.0,1,1,0
883,D000544,KYAT1,1.0,1,1,0
8942,D000544,KYNU,0.0,0,1,0
192218,D000544,Kat5,0.0,0,1,0
25469,D000544,Kcna4,0.0,0,1,0
25470,D000544,Kcna5,0.0,0,1,0
16494,D000544,Kcna6,0.0,0,1,0
25736,D000544,Kcnb1,0.0,0,1,0
25327,D000544,Kcnc1,1.0,1,1,0
99738,D000544,Kcnc4,0.0,0,1,0
65180,D000544,Kcnd2,0.0,0,1,0
65195,D000544,Kcnd3,0.0,0,1,0
63883,D000544,Kcne3,0.0,0,1,0
56461,D000544,Kcnip3,0.9917844882636898,2,4,0
83535,D000544,Kcnj11,0.0,0,1,0
29712,D000544,Kcnj2,0.0,0,1,0
16522,D000544,Kcnj6,0.0,0,1,0
25472,D000544,Kcnj8,0.0,0,1,0
50868,D000544,Keap1,0.0,0,1,0
36810,D000544,Khc,0.0,0,1,0
117268,D000544,Khdrbs1,0.0,0,1,0
64030,D000544,Kit,0.0,0,2,0
39445,D000544,Klc,0.0,0,1,0
16593,D000544,Klc1,0.0,0,1,0
292866,D000544,Klk1c8,0.991195411246714,1,2,0
259277,D000544,Klk8,0.0,0,1,0
25048,D000544,Klkb1,0.0,0,1,0
25087,D000544,Kng2l1,0.0,0,1,0
70394,D000544,Kptn,0.0,0,1,0
24525,D000544,Kras,0.0,0,1,0
16668,D000544,Krt18,0.0,0,1,0
16691,D000544,Krt8,0.0,0,1,0
3906,D000544,LALBA,0.0,0,2,0
284217,D000544,LAMA1,0.0,0,1,0
